Subject Area,Presentation Table,Presentation Column,Expression - Presentation Column,Description - Presentation Column,Business Model,Derived logical table,Derived logical column,Description - Derived Logical Column,Expression,Logical Table,Logical Column,Description - Logical Column,Logical Table Source,Expression,Initialization Block,Variable,Database,Physical Catalog,Physical Schema,Physical Table,Alias,Physical Column,Description - Physical Column
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarAmtFilter,,,OFSAA,FSI_D_MANAGEMENT_LEDGER,VarAmtFilter,, FILTER(OFSAA.FSI_D_MANAGEMENT_LEDGER."Forecasted Amount" USING OFSAA.FSI_D_MANAGEMENT_LEDGER."Fiscal Year" = 2018) -  FILTER(OFSAA.FSI_D_MANAGEMENT_LEDGER."Actual Amount" USING OFSAA.FSI_D_MANAGEMENT_LEDGER."Fiscal Year" = 2017),FSI_D_MANAGEMENT_LEDGER,Actual Amount
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarAmtFilter,,,OFSAA,FSI_D_MANAGEMENT_LEDGER,Actual Amount,, FILTER(OFSAA.FSI_D_MANAGEMENT_LEDGER."Functional Balance" USING OFSAA.FSI_D_MANAGEMENT_LEDGER."Consolidation CD" = 100),FSI_D_MANAGEMENT_LEDGER,Functional Balance
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarAmtFilter,,,OFSAA,FSI_D_MANAGEMENT_LEDGER,Actual Amount,, FILTER(OFSAA.FSI_D_MANAGEMENT_LEDGER."Functional Balance" USING OFSAA.FSI_D_MANAGEMENT_LEDGER."Consolidation CD" = 100),FSI_D_MANAGEMENT_LEDGER,Consolidation CD
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarPhy,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER,VarPhy,,FSI_D_MANAGEMENT_LEDGER, SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 300 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I1"."MAX_FY") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ) -  SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 100 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I2"."MAX_FY-1") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ),,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,,CONSOLIDATION_CD,
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarPhy,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER,VarPhy,,FSI_D_MANAGEMENT_LEDGER, SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 300 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I1"."MAX_FY") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ) -  SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 100 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I2"."MAX_FY-1") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ),,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,,FISCAL_YEAR,
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarPhy,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER,VarPhy,,FSI_D_MANAGEMENT_LEDGER, SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 300 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I1"."MAX_FY") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ) -  SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 100 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I2"."MAX_FY-1") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ),,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,,FUNCTIONAL_BALANCE,
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarPhy,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER,VarPhy,,FSI_D_MANAGEMENT_LEDGER, SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 300 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I1"."MAX_FY") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ) -  SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 100 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I2"."MAX_FY-1") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ),OFSAA_I1,MAX_FY,OFSAA
OFSAA,FSI_D_MANAGEMENT_LEDGER,VarPhy,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER,VarPhy,,FSI_D_MANAGEMENT_LEDGER, SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 300 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I1"."MAX_FY") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ) -  SUM( CASE  WHEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.CONSOLIDATION_CD = 100 AND OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FISCAL_YEAR =  VALUEOF("OFSAA_I2"."MAX_FY-1") THEN OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER.FUNCTIONAL_BALANCE END ),OFSAA_I2,MAX_FY-1,OFSAA
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,AS_OF_DATE,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,AS_OF_DATE,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.AS_OF_DATE,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,AS_OF_DATE,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,BALANCE_TYPE_CD,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,BALANCE_TYPE_CD,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.BALANCE_TYPE_CD,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,BALANCE_TYPE_CD,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,COMMON_COA_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,COMMON_COA_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.COMMON_COA_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,COMMON_COA_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,CONSOLIDATION_CD,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,CONSOLIDATION_CD,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.CONSOLIDATION_CD,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,CONSOLIDATION_CD,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,ENTERED_BALANCE,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,ENTERED_BALANCE,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.ENTERED_BALANCE,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,ENTERED_BALANCE,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,FINANCIAL_ELEM_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,FINANCIAL_ELEM_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.FINANCIAL_ELEM_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,FINANCIAL_ELEM_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_MONTH,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_MONTH,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.FISCAL_MONTH,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_MONTH,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_YEAR,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_YEAR,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.FISCAL_YEAR,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,FISCAL_YEAR,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,FUNCTIONAL_BALANCE,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,FUNCTIONAL_BALANCE,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.FUNCTIONAL_BALANCE,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,FUNCTIONAL_BALANCE,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,GL_ACCOUNT_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,GL_ACCOUNT_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.GL_ACCOUNT_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,GL_ACCOUNT_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,IDENTITY_CODE,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,IDENTITY_CODE,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.IDENTITY_CODE,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,IDENTITY_CODE,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,ISO_CURRENCY_CD,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,ISO_CURRENCY_CD,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.ISO_CURRENCY_CD,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,ISO_CURRENCY_CD,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,LEGAL_ENTITY_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,LEGAL_ENTITY_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.LEGAL_ENTITY_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,LEGAL_ENTITY_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,ORG_UNIT_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,ORG_UNIT_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.ORG_UNIT_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,ORG_UNIT_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,PRODUCT_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,PRODUCT_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.PRODUCT_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,PRODUCT_ID,
OFSAA,FSI_D_MANAGEMENT_LEDGER_A,STRATEGY_ID,,,OFSAA,,,,,FSI_D_MANAGEMENT_LEDGER_A,STRATEGY_ID,,FSI_D_MANAGEMENT_LEDGER_A,OFSAA."".OFSEPM.FSI_D_MANAGEMENT_LEDGER_A.STRATEGY_ID,,,OFSAA,,OFSEPM,FSI_D_MANAGEMENT_LEDGER,FSI_D_MANAGEMENT_LEDGER_A,STRATEGY_ID,
OFSAA,COST_VARIANCE_REPORT,Actual Amount,,,OFSAA,,,,,COST_VARIANCE_REPORT,Actual Amount,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.ACTUAL_AMOUNT,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,ACTUAL_AMOUNT,
OFSAA,COST_VARIANCE_REPORT,Financial Elem Id,,,OFSAA,,,,,COST_VARIANCE_REPORT,Financial Elem Id,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.FINANCIAL_ELEM_ID,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,FINANCIAL_ELEM_ID,
OFSAA,COST_VARIANCE_REPORT,Forecasted Amount,,,OFSAA,,,,,COST_VARIANCE_REPORT,Forecasted Amount,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.FORECASTED_AMOUNT,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,FORECASTED_AMOUNT,
OFSAA,COST_VARIANCE_REPORT,GL Account Desc,,,OFSAA,,,,,COST_VARIANCE_REPORT,GL Account Desc,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.GL_ACCOUNT_DESC,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,GL_ACCOUNT_DESC,
OFSAA,COST_VARIANCE_REPORT,GL Account Id,,,OFSAA,,,,,COST_VARIANCE_REPORT,GL Account Id,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.GL_ACCOUNT_ID,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,GL_ACCOUNT_ID,
OFSAA,COST_VARIANCE_REPORT,Org Unit Desc,,,OFSAA,,,,,COST_VARIANCE_REPORT,Org Unit Desc,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.ORG_UNIT_DESC,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,ORG_UNIT_DESC,
OFSAA,COST_VARIANCE_REPORT,Org Unit Id,,,OFSAA,,,,,COST_VARIANCE_REPORT,Org Unit Id,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.ORG_UNIT_ID,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,ORG_UNIT_ID,
OFSAA,COST_VARIANCE_REPORT,Var Month,,,OFSAA,,,,,COST_VARIANCE_REPORT,Var Month,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.VAR_MONTH,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,VAR_MONTH,
OFSAA,COST_VARIANCE_REPORT,Variance Amount,,,OFSAA,,,,,COST_VARIANCE_REPORT,Variance Amount,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.VARIANCE_AMOUNT,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,VARIANCE_AMOUNT,
OFSAA,COST_VARIANCE_REPORT,Variance Analysis,,,OFSAA,,,,,COST_VARIANCE_REPORT,Variance Analysis,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.VARIANCE_ANALYSIS,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,VARIANCE_ANALYSIS,
OFSAA,COST_VARIANCE_REPORT,Variance Percentage,,,OFSAA,,,,,COST_VARIANCE_REPORT,Variance Percentage,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.VARIANCE_PERCENTAGE,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,VARIANCE_PERCENTAGE,
OFSAA,COST_VARIANCE_REPORT,Var Date,,,OFSAA,,,,,COST_VARIANCE_REPORT,Var Date,,COST_VARIANCE_REPORT,OFSAA."".OFSEPM.COST_VARIANCE_REPORT.VAR_DATE,,,OFSAA,,OFSEPM,COST_VARIANCE_REPORT,,VAR_DATE,
OFSAA,Cost Variance,Actual Amount,,,OFSAA,,,,,Cost Variance,Actual Amount,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.ACTUAL_AMOUNT,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,ACTUAL_AMOUNT,
OFSAA,Cost Variance,Financial Elem Id,,,OFSAA,,,,,Cost Variance,Financial Elem Id,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.FINANCIAL_ELEM_ID,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,FINANCIAL_ELEM_ID,
OFSAA,Cost Variance,Forecasted Amount,,,OFSAA,,,,,Cost Variance,Forecasted Amount,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.FORECASTED_AMOUNT,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,FORECASTED_AMOUNT,
OFSAA,Cost Variance,GL Account Desc,,,OFSAA,,,,,Cost Variance,GL Account Desc,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.GL_ACCOUNT_DESC,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,GL_ACCOUNT_DESC,
OFSAA,Cost Variance,GL Account Id,,,OFSAA,,,,,Cost Variance,GL Account Id,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.GL_ACCOUNT_ID,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,GL_ACCOUNT_ID,
OFSAA,Cost Variance,Org Unit Desc,,,OFSAA,,,,,Cost Variance,Org Unit Desc,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.ORG_UNIT_DESC,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,ORG_UNIT_DESC,
OFSAA,Cost Variance,Org Unit Id,,,OFSAA,,,,,Cost Variance,Org Unit Id,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.ORG_UNIT_ID,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,ORG_UNIT_ID,
OFSAA,Cost Variance,Var Date,,,OFSAA,,,,,Cost Variance,Var Date,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.VAR_DATE,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,VAR_DATE,
OFSAA,Cost Variance,Var Month,,,OFSAA,,,,,Cost Variance,Var Month,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.VAR_MONTH,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,VAR_MONTH,
OFSAA,Cost Variance,Variance Amount,,,OFSAA,,,,,Cost Variance,Variance Amount,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.VARIANCE_AMOUNT,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,VARIANCE_AMOUNT,
OFSAA,Cost Variance,Variance Analysis,,,OFSAA,,,,,Cost Variance,Variance Analysis,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.VARIANCE_ANALYSIS,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,VARIANCE_ANALYSIS,
OFSAA,Cost Variance,Variance Percentage,,,OFSAA,,,,,Cost Variance,Variance Percentage,,V_COST_VARIANCE_REPORT,OFSAA."".OFSEPM.V_COST_VARIANCE_REPORT.VARIANCE_PERCENTAGE,,,OFSAA,,OFSEPM,V_COST_VARIANCE_REPORT,,VARIANCE_PERCENTAGE,
OFSAA,A_VARIANCE_CHK,ACT_AMOUNT,,,OFSAA,,,,,A_VARIANCE_CHK,ACT_AMOUNT,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.ACT_AMOUNT,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,ACT_AMOUNT,
OFSAA,A_VARIANCE_CHK,ALLOCATED_EXPENSES,,,OFSAA,,,,,A_VARIANCE_CHK,ALLOCATED_EXPENSES,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.ALLOCATED_EXPENSES,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,ALLOCATED_EXPENSES,
OFSAA,A_VARIANCE_CHK,FCAST_AMOUNT,,,OFSAA,,,,,A_VARIANCE_CHK,FCAST_AMOUNT,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.FCAST_AMOUNT,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,FCAST_AMOUNT,
OFSAA,A_VARIANCE_CHK,FINANCIAL_ELEM_ID,,,OFSAA,,,,,A_VARIANCE_CHK,FINANCIAL_ELEM_ID,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.FINANCIAL_ELEM_ID,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,FINANCIAL_ELEM_ID,
OFSAA,A_VARIANCE_CHK,GL_ACCOUNT_DESC,,,OFSAA,,,,,A_VARIANCE_CHK,GL_ACCOUNT_DESC,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.GL_ACCOUNT_DESC,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,GL_ACCOUNT_DESC,
OFSAA,A_VARIANCE_CHK,GL_ACCOUNT_ID,,,OFSAA,,,,,A_VARIANCE_CHK,GL_ACCOUNT_ID,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.GL_ACCOUNT_ID,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,GL_ACCOUNT_ID,
OFSAA,A_VARIANCE_CHK,ORG_UNIT_DESC,,,OFSAA,,,,,A_VARIANCE_CHK,ORG_UNIT_DESC,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.ORG_UNIT_DESC,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,ORG_UNIT_DESC,
OFSAA,A_VARIANCE_CHK,ORG_UNIT_ID,,,OFSAA,,,,,A_VARIANCE_CHK,ORG_UNIT_ID,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.ORG_UNIT_ID,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,ORG_UNIT_ID,
OFSAA,A_VARIANCE_CHK,VAR_MONTH,,,OFSAA,,,,,A_VARIANCE_CHK,VAR_MONTH,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.VAR_MONTH,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,VAR_MONTH,
OFSAA,A_VARIANCE_CHK,VARIANCE_AMT,,,OFSAA,,,,,A_VARIANCE_CHK,VARIANCE_AMT,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.VARIANCE_AMT,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,VARIANCE_AMT,
OFSAA,A_VARIANCE_CHK,VARIANCE_ANALYSIS,,,OFSAA,,,,,A_VARIANCE_CHK,VARIANCE_ANALYSIS,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.VARIANCE_ANALYSIS,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,VARIANCE_ANALYSIS,
OFSAA,A_VARIANCE_CHK,VARIANCE_PERCENT,,,OFSAA,,,,,A_VARIANCE_CHK,VARIANCE_PERCENT,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.VARIANCE_PERCENT,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,VARIANCE_PERCENT,
OFSAA,A_VARIANCE_CHK,MONTH_NUM,,,OFSAA,,,,,A_VARIANCE_CHK,MONTH_NUM,,A_VARIANCE_CHK,OFSAA."".OFSEPM.A_VARIANCE_CHK.MONTH_NUM,,,OFSAA,,OFSEPM,VARIANCE_CHK,A_VARIANCE_CHK,MONTH_NUM,
OFSAA,Dim customer,D cust employed date,,,OFSAA,,,,,Dim customer,D cust employed date,,DIM_CUSTOMER,OFSAA."".OFSEPM.DIM_CUSTOMER.D_CUST_EMPLOYED_DATE,,,OFSAA,,OFSEPM,DIM_CUSTOMER,,D_CUST_EMPLOYED_DATE,
OFSAA,Dim customer,D customer listing date,,,OFSAA,,,,,Dim customer,D customer listing date,,DIM_CUSTOMER,OFSAA."".OFSEPM.DIM_CUSTOMER.D_CUSTOMER_LISTING_DATE,,,OFSAA,,OFSEPM,DIM_CUSTOMER,,D_CUSTOMER_LISTING_DATE,
OFSAA,Dim customer,D d cust 1 child date of birth,,,OFSAA,,,,,Dim customer,D d cust 1 child date of birth,,DIM_CUSTOMER,OFSAA."".OFSEPM.DIM_CUSTOMER.D_D_CUST_1_CHILD_DATE_OF_BIRTH,,,OFSAA,,OFSEPM,DIM_CUSTOMER,,D_D_CUST_1_CHILD_DATE_OF_BIRTH,
